Model,Refrigerant,Frequency / Rotation,HP,Power Supply,Application,Standard Condition,Tested Conditions,Capacity,Efficiency,Displacement,Motor Type,Starting Torque
EGX100CLC,R-600a,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,185,1.61,13.54 cm³,RSCR,LST
EGX100CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,CECOMAF,LBP,177,1.43,13.54 cm³,RSCR,LST
EGX100CLC,R-600a,50 Hz,1/3,220-240 V 50 Hz,LBP,CECOMAF,LBP,168,1.44,13.54 cm³,RSCR,LST
EGX100CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,125,1.40,13.54 cm³,RSCR,LST
EGX100HLC,R-134a,60 Hz,1/3,115-127 V 60 Hz,LBP,ASHRAE,LBP,307,1.79,7.95 cm³,RSCR,LST
EGX100HLC,R-134a,60 Hz,1/3,115-127 V 60 Hz,LBP,ARI 540,LBP,264,1.58,7.95 cm³,RSCR,LST
EGX100HLC,R-134a,60 Hz,1/3,115-127 V 60 Hz,LBP,EN12900,LBP,138,1.07,7.95 cm³,RSCR,LST
EGX110CLC,R-600a,50 Hz,1/3,220-240 V 50 Hz,LBP,ASHRAE,LBP,260,1.82,14.77 cm³,RSCR,LST
EGX110CLC,R-600a,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,207,1.52,14.77 cm³,RSCR,LST
EGX110CLC,R-600a,50 Hz,1/3,220-240 V 50 Hz,LBP,CECOMAF,LBP,190,1.42,14.77 cm³,RSCR,LST
EGX110CLC,R-600a,50 Hz,1/3,220-240 V 50 Hz,LBP,EN12900,LBP,133,1.37,14.77 cm³,RSCR,LST
EGX70HLC,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,203,1.78,5.56 cm³,RSCR,LST
EGX70HLC,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,181,1.62,5.56 cm³,RSCR,LST
EGX70HLC,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,EN12900,LBP,93,1.02,5.56 cm³,RSCR,LST
EGX80CLC,R-600a,60 Hz,-,100 V 50 Hz / 100 V 60 Hz,LBP,ASHRAE,LBP,241,1.81,11.14 cm³,RSCR,LST
EGX80CLC,R-600a,60 Hz,-,100 V 50 Hz / 100 V 60 Hz,LBP,ARI 540,LBP,199,1.53,11.14 cm³,RSCR,LST
EGX80CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ASHRAE,LBP,198,1.86,11.14 cm³,RSCR,LST
EGX80CLC,R-600a,50 Hz,-,100 V 50 Hz / 100 V 60 Hz,LBP,ASHRAE,LBP,195,1.78,11.14 cm³,RSCR,LST
EGX80CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ARI 540,LBP,169,1.65,11.14 cm³,RSCR,LST
EGX80CLC,R-600a,50 Hz,-,100 V 50 Hz / 100 V 60 Hz,LBP,ARI 540,LBP,164,1.52,11.14 cm³,RSCR,LST
EGX80CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,CECOMAF,LBP,151,1.46,11.14 cm³,RSCR,LST
EGX80CLC,R-600a,60 Hz,-,100 V 50 Hz / 100 V 60 Hz,LBP,EN12900,LBP,126,1.40,11.14 cm³,RSCR,LST
EGX80CLC,R-600a,50 Hz,-,100 V 50 Hz / 100 V 60 Hz,LBP,EN12900,LBP,102,1.35,11.14 cm³,RSCR,LST
EGX80CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,97,1.17,11.14 cm³,RSCR,LST
EGX80HLC,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,238,1.82,6.36 cm³,RSCR,LST
EGX80HLC,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,210,1.63,6.36 cm³,RSCR,LST
EGX80HLC,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,EN12900,LBP,113,1.08,6.36 cm³,RSCR,LST
EGX90CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ASHRAE,LBP,216,1.84,12.21 cm³,RSCR,LST
EGX90CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ARI 540,LBP,183,1.65,12.21 cm³,RSCR,LST
EGX90CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,CECOMAF,LBP,164,1.45,12.21 cm³,RSCR,LST
EGX90CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,107,1.21,12.21 cm³,RSCR,LST
EGX90HLC,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,277,1.82,7.15 cm³,RSCR,LST
EGX90HLC,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,240,1.62,7.15 cm³,RSCR,LST
EGX90HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,220,1.73,7.15 cm³,RSCR,LST
EGX90HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,187,1.52,7.15 cm³,RSCR,LST
EGX90HLC,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,EN12900,LBP,130,1.15,7.15 cm³,RSCR,LST
EGX90HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,115,1.37,7.15 cm³,RSCR,LST
EGYS100HLP,R-134a,60 Hz,1/3,115-127 V 60 Hz,LBP,ASHRAE,LBP,307,1.64,7.95 cm³,RSIR,LST
EGYS100HLP,R-134a,60 Hz,1/3,115-127 V 60 Hz,LBP,ARI 540,LBP,264,1.46,7.95 cm³,RSIR,LST
EGYS100HLP,R-134a,50 Hz,1/3,220-240 V 50 Hz,LBP,ASHRAE,LBP,250,1.67,7.95 cm³,RSIR,LST
EGYS100HLP,R-134a,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,215,1.49,7.95 cm³,RSIR,LST
EGYS100HLP,R-134a,60 Hz,1/3,115-127 V 60 Hz,LBP,EN12900,LBP,138,1.01,7.95 cm³,RSIR,LST
EGYS100HLP,R-134a,50 Hz,1/3,220-240 V 50 Hz,LBP,EN12900,LBP,112,1.03,7.95 cm³,RSIR,LST
EGYS70HLP,R-134a,60 Hz,1/5,115-127 V 60 Hz,LBP,ASHRAE,LBP,203,1.66,5.56 cm³,RSIR,LST
EGYS70HLP,R-134a,60 Hz,1/5,115-127 V 60 Hz,LBP,ARI 540,LBP,181,1.50,5.56 cm³,RSIR,LST
EGYS70HLP,R-134a,60 Hz,1/5,115-127 V 60 Hz,LBP,EN12900,LBP,93,0.95,5.56 cm³,RSIR,LST
EGYS80CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,194,1.71,11.14 cm³,RSIR,LST
EGYS80CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,163,1.47,11.14 cm³,RSIR,LST
EGYS80CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,CECOMAF,LBP,146,1.35,11.14 cm³,RSIR,LST
EGYS80CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,106,1.57,11.14 cm³,RSIR,LST
EGYS80HLP,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,238,1.64,6.36 cm³,RSIR,LST
EGYS80HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,237,1.65,6.36 cm³,RSIR,LST
EGYS80HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,210,1.49,6.36 cm³,RSIR,LST
EGYS80HLP,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,210,1.47,6.36 cm³,RSIR,LST
EGYS80HLP,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,193,1.54,6.36 cm³,RSIR,LST
EGYS80HLP,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,170,1.39,6.36 cm³,RSIR,LST
EGYS80HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,EN12900,LBP,113,1.00,6.36 cm³,RSIR,LST
EGYS80HLP,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,113,0.99,6.36 cm³,RSIR,LST
EGYS80HLP,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,91,0.91,6.36 cm³,RSIR,LST
EGYS90CLP,R-600a,60 Hz,1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,270,1.72,12.21 cm³,RSCR,LST
EGYS90CLP,R-600a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,264,1.67,12.21 cm³,RSIR,LST
EGYS90CLP,R-600a,60 Hz,1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,223,1.46,12.21 cm³,RSCR,LST
EGYS90CLP,R-600a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,220,1.43,12.21 cm³,RSIR,LST
EGYS90CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,216,1.71,12.21 cm³,RSIR,LST
EGYS90CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,213,1.69,12.21 cm³,RSIR,LST
EGYS90CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,181,1.47,12.21 cm³,RSIR,LST
EGYS90CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,179,1.45,12.21 cm³,RSIR,LST
EGYS90CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,CECOMAF,LBP,163,1.34,12.21 cm³,RSIR,LST
EGYS90CLP,R-600a,60 Hz,1/4,115-127 V 60 Hz,LBP,EN12900,LBP,141,1.32,12.21 cm³,RSCR,LST
EGYS90CLP,R-600a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,138,1.36,12.21 cm³,RSIR,LST
EGYS90CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,115,1.28,12.21 cm³,RSIR,LST
EGYS90CLP,R-600a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,111,1.29,12.21 cm³,RSIR,LST
EGYS90HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,277,1.66,7.15 cm³,RSIR,LST
EGYS90HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,240,1.48,7.15 cm³,RSIR,LST
EGYS90HLP,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,224,1.73,7.15 cm³,RSCR,LST
EGYS90HLP,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,194,1.55,7.15 cm³,RSCR,LST
EGYS90HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,EN12900,LBP,130,1.05,7.15 cm³,RSIR,LST
EGYS90HLP,R-134a,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,105,1.08,7.15 cm³,RSCR,LST
EGZS100HLC,R-134a,60 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,307,1.79,7.95 cm³,RSCR,LST
EGZS100HLC,R-134a,60 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,262,1.55,7.95 cm³,RSCR,LST
EGZS100HLC,R-134a,50 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,250,1.75,7.95 cm³,RSCR,LST
EGZS100HLC,R-134a,50 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,213,1.53,7.95 cm³,RSCR,LST
EGZS100HLC,R-134a,50 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,CECOMAF,LBP,178,1.32,7.95 cm³,RSCR,LST
EGZS100HLC,R-134a,60 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,157,1.33,7.95 cm³,RSCR,LST
EGZS100HLC,R-134a,50 Hz,1/3,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,129,1.30,7.95 cm³,RSCR,LST
EGZS100HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,311,1.77,7.95 cm³,RSCR,LST
EGZS100HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,266,1.53,7.95 cm³,RSCR,LST
EGZS100HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,EN12900,LBP,158,1.29,7.95 cm³,RSCR,LST
EGZS70HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,203,1.79,5.56 cm³,RSCR,LST
EGZS70HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,203,1.67,5.56 cm³,RSIR,LST
EGZS70HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,181,1.62,5.56 cm³,RSCR,LST
EGZS70HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,181,1.51,5.56 cm³,RSIR,LST
EGZS70HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,163,1.73,5.56 cm³,RSCR,LST
EGZS70HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,163,1.62,5.56 cm³,RSIR,LST
EGZS70HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,146,1.57,5.56 cm³,RSCR,LST
EGZS70HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,146,1.47,5.56 cm³,RSIR,LST
EGZS70HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,93,1.02,5.56 cm³,RSCR,LST
EGZS70HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,93,0.96,5.56 cm³,RSIR,LST
EGZS70HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,75,0.96,5.56 cm³,RSCR,LST
EGZS70HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,75,0.91,5.56 cm³,RSIR,LST
EGZS70HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,203,1.74,5.56 cm³,RSCR,LST
EGZS70HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,181,1.58,5.56 cm³,RSCR,LST
EGZS70HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,EN12900,LBP,93,1.00,5.56 cm³,RSCR,LST
EGZS80CLC,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,198,1.78,11.14 cm³,RSCR,LST
EGZS80CLC,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,165,1.52,11.14 cm³,RSCR,LST
EGZS80CLC,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,CECOMAF,LBP,149,1.39,11.14 cm³,RSCR,LST
EGZS80CLC,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,106,1.35,11.14 cm³,RSCR,LST
EGZS80HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,243,1.78,6.36 cm³,RSCR,LST
EGZS80HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,210,1.55,6.36 cm³,RSCR,LST
EGZS80HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,193,1.64,6.36 cm³,RSIR,LST
EGZS80HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,193,1.73,6.36 cm³,RSCR,LST
EGZS80HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,170,1.48,6.36 cm³,RSIR,LST
EGZS80HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,170,1.56,6.36 cm³,RSCR,LST
EGZS80HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,125,1.34,6.36 cm³,RSCR,LST
EGZS80HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,91,0.97,6.36 cm³,RSIR,LST
EGZS80HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,91,0.99,6.36 cm³,RSCR,LST
EGZS80HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,238,1.75,6.36 cm³,RSCR,LST
EGZS80HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,210,1.57,6.36 cm³,RSCR,LST
EGZS80HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,EN12900,LBP,113,1.04,6.36 cm³,RSCR,LST
EGZS90CLC,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,215,1.77,12.21 cm³,RSCR,LST
EGZS90CLC,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,179,1.51,12.21 cm³,RSCR,LST
EGZS90CLC,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,CECOMAF,LBP,162,1.39,12.21 cm³,RSCR,LST
EGZS90CLC,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,111,1.36,12.21 cm³,RSCR,LST
EGZS90HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,277,1.79,7.15 cm³,RSCR,LST
EGZS90HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,276,1.70,7.15 cm³,RSIR,LST
EGZS90HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,240,1.60,7.15 cm³,RSCR,LST
EGZS90HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,237,1.48,7.15 cm³,RSIR,LST
EGZS90HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,224,1.74,7.15 cm³,RSCR,LST
EGZS90HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,223,1.64,7.15 cm³,RSIR,LST
EGZS90HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,194,1.56,7.15 cm³,RSCR,LST
EGZS90HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,189,1.47,7.15 cm³,RSIR,LST
EGZS90HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,140,1.36,7.15 cm³,RSCR,LST
EGZS90HLC,R-134a,60 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,140,1.32,7.15 cm³,RSIR,LST
EGZS90HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,115,1.21,7.15 cm³,RSCR,LST
EGZS90HLC,R-134a,50 Hz,1/4,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,115,1.17,7.15 cm³,RSIR,LST
EGZS90HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,277,1.75,7.15 cm³,RSCR,LST
EGZS90HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,240,1.56,7.15 cm³,RSCR,LST
EGZS90HLP,R-134a,60 Hz,1/4,115-127 V 60 Hz,LBP,EN12900,LBP,130,1.11,7.15 cm³,RSCR,LST
EHS2155U,R-290,50 Hz,-,220-240 V 50 Hz,LBP,ASHRAE,LBP,592,1.55,12.21 cm³,CSIR,LST/HST
EHS2155U,R-290,50 Hz,-,220-240 V 50 Hz,LBP,ARI 540,LBP,492,1.33,12.21 cm³,CSIR,LST/HST
EHS2155U,R-290,50 Hz,-,220-240 V 50 Hz,LBP,CECOMAF,LBP,443,1.21,12.21 cm³,CSIR,LST/HST
EHS2155U,R-290,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,351,1.31,12.21 cm³,CSIR,LST/HST
EM20LHR,R1234yf,60 Hz,1/12,100 V 50 Hz / 100 V 60 Hz,HBP,EN12900,HBP,231,2.18,2.27 cm³,RSIR,LST
EM20LHR,R1234yf,60 Hz,1/12,100 V 50 Hz / 100 V 60 Hz,HBP,CECOMAF,HBP,219,1.98,2.27 cm³,RSIR,LST
EM20LHR,R1234yf,50 Hz,1/12,100 V 50 Hz / 100 V 60 Hz,HBP,EN12900,HBP,195,2.18,2.27 cm³,RSIR,LST
EM20LHR,R1234yf,50 Hz,1/12,100 V 50 Hz / 100 V 60 Hz,HBP,CECOMAF,HBP,184,1.98,2.27 cm³,RSIR,LST
EM2C20CLT,R-600a,50 Hz,1/12,220-240 V 50 Hz,LBP,ASHRAE,LBP,61,1.63,3.97 cm³,RSCR,LST
EM2C20CLT,R-600a,50 Hz,1/12,220-240 V 50 Hz,LBP,ARI 540,LBP,53,1.41,3.97 cm³,RSCR,LST
EM2C20CLT,R-600a,50 Hz,1/12,220-240 V 50 Hz,LBP,CECOMAF,LBP,46,1.27,3.97 cm³,RSCR,LST
EM2C20CLT,R-600a,50 Hz,1/12,220-240 V 50 Hz,LBP,EN12900,LBP,31,1.17,3.97 cm³,RSCR,LST
EM2C26CLT,R-600a,50 Hz,1/10,220-240 V 50 Hz,LBP,ASHRAE,LBP,83,1.71,5.19 cm³,RSCR,LST
EM2C26CLT,R-600a,50 Hz,1/10,220-240 V 50 Hz,LBP,ARI 540,LBP,72,1.50,5.19 cm³,RSCR,LST
EM2C26CLT,R-600a,50 Hz,1/10,220-240 V 50 Hz,LBP,CECOMAF,LBP,62,1.34,5.19 cm³,RSCR,LST
EM2C26CLT,R-600a,50 Hz,1/10,220-240 V 50 Hz,LBP,EN12900,LBP,43,1.33,5.19 cm³,RSCR,LST
EM2C32CLT,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ASHRAE,LBP,98,1.80,5.96 cm³,RSCR,LST
EM2C32CLT,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ARI 540,LBP,83,1.58,5.96 cm³,RSCR,LST
EM2C32CLT,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,CECOMAF,LBP,72,1.43,5.96 cm³,RSCR,LST
EM2C32CLT,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,EN12900,LBP,50,1.37,5.96 cm³,RSCR,LST
EM2C40CLT,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ASHRAE,LBP,122,1.79,7.23 cm³,RSCR,LST
EM2C40CLT,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ARI 540,LBP,103,1.56,7.23 cm³,RSCR,LST
EM2C40CLT,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,CECOMAF,LBP,91,1.42,7.23 cm³,RSCR,LST
EM2C40CLT,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,60,1.35,7.23 cm³,RSCR,LST
EM2C46CLT,R-600a,50 Hz,1/6,220-240 V 50 Hz,LBP,ASHRAE,LBP,136,1.78,7.96 cm³,RSCR,LST
EM2C46CLT,R-600a,50 Hz,1/6,220-240 V 50 Hz,LBP,ARI 540,LBP,112,1.52,7.96 cm³,RSCR,LST
EM2C46CLT,R-600a,50 Hz,1/6,220-240 V 50 Hz,LBP,CECOMAF,LBP,99,1.39,7.96 cm³,RSCR,LST
EM2C46CLT,R-600a,50 Hz,1/6,220-240 V 50 Hz,LBP,EN12900,LBP,68,1.35,7.96 cm³,RSCR,LST
EM2C55CLT,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ASHRAE,LBP,150,1.76,9.04 cm³,RSCR,LST
EM2C55CLT,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ARI 540,LBP,126,1.52,9.04 cm³,RSCR,LST
EM2C55CLT,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,CECOMAF,LBP,111,1.39,9.04 cm³,RSCR,LST
EM2C55CLT,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,79,1.36,9.04 cm³,RSCR,LST
EM2C66CLT,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,ASHRAE,LBP,177,1.80,10.61 cm³,RSCR,LST
EM2C66CLT,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,ARI 540,LBP,150,1.54,10.61 cm³,RSCR,LST
EM2C66CLT,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,CECOMAF,LBP,133,1.41,10.61 cm³,RSCR,LST
EM2C66CLT,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,EN12900,LBP,91,1.39,10.61 cm³,RSCR,LST
EM2C70CLT,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,189,1.81,11.14 cm³,RSCR,LST
EM2C70CLT,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,158,1.53,11.14 cm³,RSCR,LST
EM2C70CLT,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,CECOMAF,LBP,141,1.42,11.14 cm³,RSCR,LST
EM2C70CLT,R-600a,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,97,1.35,11.14 cm³,RSCR,LST
EM2P60CLP,R-600a,60 Hz,1/6,220 V 60 Hz,LBP,ASHRAE,LBP,180,1.49,9.04 cm³,RSIR,LST
EM2P60CLP,R-600a,60 Hz,1/6,115-127 V 60 Hz,LBP,ASHRAE,LBP,179,1.44,9.04 cm³,RSIR,LST
EM2P60CLP,R-600a,60 Hz,1/6,220 V 60 Hz,LBP,ARI 540,LBP,153,1.27,9.04 cm³,RSIR,LST
EM2P60CLP,R-600a,60 Hz,1/6,115-127 V 60 Hz,LBP,ARI 540,LBP,152,1.24,9.04 cm³,RSIR,LST
EM2P60CLP,R-600a,60 Hz,1/6,220 V 60 Hz,LBP,EN12900,LBP,98,1.12,9.04 cm³,RSIR,LST
